背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,出塁率,長打率,OPS,year,team
70,シュルツ,右,-,19,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2011,C
91,ジオ,右,.125,19,28,24,0,3,0,0.0,0,0,0,-,3,0,9,0,0,0,4,0,0,0,-,1,0,3,.125,.125,.250,2011,C
99,ソリアーノ,右,.000,8,6,6,0,0,0,-,0,0,0,-,0,0,4,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2011,C
00,中東直己,左,.310,53,33,29,10,9,2,22.2,0,0,0,-,9,1,5,2,0,0,2,0,1,1,50.0,0,0,0,.355,.310,.665,2012,C
1,前田智徳,左,.327,56,56,49,1,16,1,6.3,4,0,0,-,20,19,5,5,3,0,0,2,0,0,-,0,0,2,.375,.408,.783,2012,C
2,東出輝裕,左,.247,91,282,247,15,61,5,8.2,8,0,0,-,69,6,22,13,0,3,19,0,1,2,33.3,4,0,3,.293,.279,.572,2012,C
4,小窪哲也,右,.209,25,52,43,3,9,0,0.0,3,0,0,-,12,2,6,1,0,1,7,0,0,0,-,5,0,1,.244,.279,.524,2012,C
5,栗原健太,右,.211,21,84,76,5,16,0,0.0,0,0,0,-,16,5,15,6,0,0,0,2,0,0,-,0,0,1,.262,.211,.472,2012,C
6,梵英心,右,.244,137,575,499,52,122,7,5.7,21,3,10,6-2-2,179,52,70,50,4,1,19,6,14,8,63.6,22,0,7,.311,.359,.670,2012,C
10,岩本貴裕,左,.268,71,242,239,21,64,2,3.1,15,0,6,5-1-0,97,27,43,2,0,0,1,0,1,1,50.0,2,0,5,.274,.406,.680,2012,C
13,堂林翔太,右,.242,144,554,488,60,118,8,6.8,25,4,14,8-4-1,193,45,150,44,2,14,5,3,5,2,71.4,29,0,8,.321,.395,.716,2012,C
25,石井琢朗,左,.167,31,47,42,2,7,2,28.6,1,0,0,-,8,2,4,5,0,0,0,0,0,0,-,0,0,1,.255,.190,.446,2012,C
26,廣瀬純,右,.241,102,337,294,25,71,5,7.0,11,1,6,4-1-0,102,33,55,24,2,11,7,1,0,0,-,1,0,3,.321,.347,.668,2012,C
27,上村和裕,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
31,石原慶幸,右,.240,77,250,217,22,52,6,11.5,15,0,1,1-0-0,70,22,37,22,5,1,9,1,0,1,0.0,5,2,7,.311,.323,.634,2012,C
32,白濱裕太,右,.164,35,72,61,3,10,1,10.0,1,0,0,-,11,5,19,6,3,0,5,0,0,0,-,2,1,2,.239,.180,.419,2012,C
33,菊池涼介,右,.229,63,234,201,21,46,4,8.7,5,1,2,1-1-0,59,12,42,6,0,1,25,1,4,2,66.7,9,0,5,.254,.294,.547,2012,C
37,松山竜平,左,.204,48,146,137,4,28,2,7.1,4,0,0,-,32,7,13,8,0,1,0,0,1,0,100.0,0,0,3,.253,.234,.487,2012,C
38,赤松真人,右,.242,76,246,207,22,50,7,14.0,6,0,3,1-1-1,65,15,33,18,0,4,16,1,18,2,90.0,0,0,4,.313,.314,.627,2012,C
40,倉義和,右,.195,70,160,133,9,26,2,7.7,6,0,1,1-0-0,35,15,20,14,0,5,8,0,1,0,100.0,3,4,6,.296,.263,.559,2012,C
44,迎祐一郎,右,.227,55,145,128,10,29,2,6.9,4,0,2,1-0-0,39,11,14,10,0,2,4,1,1,1,50.0,1,0,3,.291,.305,.595,2012,C
49,天谷宗一郎,左,.265,108,397,359,44,95,10,10.5,21,0,6,4-2-0,134,25,64,32,1,3,2,1,12,9,57.1,0,0,3,.329,.373,.702,2012,C
50,鈴木将光,右,.333,1,3,3,0,1,0,0.0,0,0,0,-,1,0,1,0,0,0,0,0,0,0,-,0,0,0,.333,.333,.667,2012,C
55,エルドレッド,右,.262,65,251,225,22,59,4,6.8,10,0,11,5-4-0,102,35,67,20,1,3,0,3,0,0,-,5,0,3,.327,.453,.780,2012,C
60,安部友裕,左,.252,53,135,119,15,30,3,10.0,3,0,1,0-0-1,36,2,21,7,0,0,9,0,5,2,71.4,2,0,1,.294,.303,.596,2012,C
61,磯村嘉孝,右,.333,1,3,3,0,1,0,0.0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,-,0,0,0,.333,.333,.667,2012,C
63,丸佳浩,左,.247,106,339,283,26,70,6,8.6,10,4,4,4-0-0,100,22,59,46,0,2,5,3,14,6,70.0,4,0,4,.353,.353,.707,2012,C
64,會澤翼,右,.197,28,70,66,4,13,0,0.0,3,0,0,-,16,2,7,2,0,2,0,0,0,1,0.0,1,0,2,.243,.242,.485,2012,C
66,木村昇吾,左,.152,71,55,46,10,7,1,14.3,2,0,0,-,9,2,7,3,0,2,4,0,1,1,50.0,3,0,4,.235,.196,.431,2012,C
70,ニック,右,.238,52,204,181,19,43,2,4.7,8,0,9,3-4-0,78,24,42,22,1,1,0,0,0,0,-,3,0,4,.324,.431,.754,2012,C
11,福井優也,右,.067,17,16,15,1,1,0,0.0,0,0,0,-,1,0,9,0,0,0,1,0,0,0,-,1,0,1,.067,.067,.133,2012,C
14,篠田純平,左,.000,7,8,7,0,0,0,-,0,0,0,-,0,0,4,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2012,C
16,今村猛,右,.000,69,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2012,C
17,大竹寛,右,.139,24,45,36,0,5,1,20.0,0,0,0,-,5,2,10,0,0,0,9,0,0,0,-,1,0,0,.139,.139,.278,2012,C
18,前田健太,右,.107,29,67,56,1,6,0,0.0,4,0,0,-,10,6,21,2,0,0,8,1,0,0,-,3,0,0,.136,.179,.314,2012,C
19,野村祐輔,右,.095,27,52,42,0,4,0,0.0,1,0,0,-,5,2,19,4,0,0,6,0,0,0,-,1,0,1,.174,.119,.293,2012,C
21,齊藤悠葵,左,.000,6,6,5,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,1,0,0,.000,.000,.000,2012,C
22,中村恭平,左,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
23,横山竜士,右,-,23,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
24,河内貴哉,左,-,28,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2012,C
29,江草仁貴,左,-,26,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
34,中田廉,右,.000,27,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2012,C
36,菊地原毅,左,-,14,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
39,梅津智弘,右,-,9,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
42,バリントン,右,.122,29,51,49,0,6,0,0.0,1,0,0,-,7,1,19,0,0,0,2,0,0,0,-,1,0,1,.122,.143,.265,2012,C
46,大島崇行,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
48,岸本秀樹,右,-,27,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2012,C
53,戸田隆矢,左,1.000,1,1,1,0,1,1,100.0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,-,0,0,0,1.000,1.000,2.000,2012,C
56,中﨑翔太,右,.000,12,2,2,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2012,C
57,ミコライオ,右,-,62,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,C
58,サファテ,右,.000,47,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2012,C
62,今井啓介,右,.043,24,23,23,0,1,0,0.0,0,0,0,-,1,0,6,0,0,0,0,0,0,0,-,0,0,1,.043,.043,.087,2012,C
00,中東直己,左,.273,51,87,77,12,21,4,19.0,3,0,1,1-0-0,27,4,13,7,1,0,3,0,3,2,60.0,0,0,0,.333,.351,.684,2013,C
0,上本崇司,右,.077,30,30,26,4,2,0,0.0,1,0,0,-,3,2,5,1,0,1,2,0,0,0,-,0,0,1,.143,.115,.258,2013,C
1,前田智徳,左,.364,12,12,11,0,4,0,0.0,0,0,0,-,4,4,2,0,0,1,0,0,0,0,-,0,0,0,.417,.364,.780,2013,C
4,小窪哲也,右,.264,53,121,110,16,29,3,10.3,3,2,3,0-3-0,45,9,14,8,0,2,1,0,0,0,-,2,0,3,.325,.409,.734,2013,C
5,栗原健太,右,.203,24,69,59,3,12,0,0.0,1,0,0,-,13,4,12,10,0,0,0,0,0,0,-,1,0,3,.319,.220,.539,2013,C
6,梵英心,右,.304,117,427,359,53,109,9,8.3,27,0,6,5-1-0,154,42,58,38,0,3,23,4,6,5,54.5,10,0,7,.371,.429,.800,2013,C
7,堂林翔太,右,.217,105,410,364,36,79,8,10.1,14,0,6,5-1-0,111,41,96,33,0,7,5,1,10,2,83.3,19,0,10,.294,.305,.599,2013,C
10,岩本貴裕,左,.255,82,152,145,9,37,2,5.4,7,0,5,5-0-0,59,24,33,5,0,0,0,2,0,0,-,1,0,3,.276,.407,.683,2013,C
13,キラ,左,.259,66,265,224,31,58,2,3.4,7,0,14,9-3-0,107,45,65,36,0,2,0,3,0,0,-,7,0,2,.362,.478,.840,2013,C
26,廣瀬純,右,.270,106,334,274,41,74,6,8.1,8,1,9,5-4-0,111,39,51,43,1,8,4,5,7,2,77.8,1,0,6,.379,.405,.784,2013,C
31,石原慶幸,右,.248,121,398,327,32,81,7,8.6,9,0,7,5-2-0,111,35,76,45,2,8,15,3,0,2,0.0,3,2,12,.350,.339,.689,2013,C
32,白濱裕太,右,.000,7,5,4,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2013,C
33,菊池涼介,右,.247,141,633,538,69,133,20,15.0,27,4,11,6-5-0,201,57,121,38,0,2,50,5,16,7,69.6,19,0,4,.297,.374,.670,2013,C
35,下水流昂,右,.400,2,5,5,0,2,0,0.0,0,0,0,-,2,1,1,0,0,0,0,0,0,0,-,0,0,0,.400,.400,.800,2013,C
37,松山竜平,左,.282,123,389,372,27,105,11,10.5,23,1,10,8-2-0,160,52,49,11,0,1,1,4,2,0,100.0,4,0,4,.302,.430,.732,2013,C
38,赤松真人,右,.204,85,60,54,16,11,3,27.3,2,0,0,-,13,3,9,1,0,1,4,0,12,4,75.0,0,0,0,.232,.241,.473,2013,C
40,倉義和,右,.234,39,75,64,4,15,0,0.0,2,1,0,-,19,4,14,6,0,2,3,0,0,0,-,3,0,1,.319,.297,.616,2013,C
41,ルイス,左,.268,79,300,265,36,71,10,14.1,19,0,4,3-1-0,102,20,73,31,0,3,0,1,12,3,80.0,3,0,7,.350,.385,.735,2013,C
44,迎祐一郎,右,.217,42,67,60,7,13,1,7.7,3,1,0,-,18,2,12,4,0,0,2,1,1,0,100.0,0,0,2,.262,.300,.562,2013,C
49,天谷宗一郎,左,.208,34,62,53,5,11,1,9.1,1,0,0,-,12,1,15,9,0,0,0,0,3,1,75.0,0,0,0,.323,.226,.549,2013,C
50,鈴木将光,右,.125,5,9,8,0,1,0,0.0,0,0,0,-,1,0,2,0,0,0,1,0,0,0,-,0,0,0,.125,.125,.250,2013,C
51,鈴木誠也,右,.083,11,14,12,0,1,0,0.0,0,0,0,-,1,1,1,1,0,1,0,0,0,0,-,0,0,1,.214,.083,.298,2013,C
55,エルドレッド,右,.247,66,260,235,24,58,8,13.8,11,0,13,11-1-0,108,32,73,20,1,4,0,1,3,0,100.0,5,0,6,.315,.460,.775,2013,C
60,安部友裕,左,.220,75,142,123,13,27,4,14.8,4,0,1,0-1-0,34,8,31,12,0,0,6,1,5,2,71.4,6,0,1,.287,.276,.563,2013,C
61,磯村嘉孝,右,.000,4,3,2,0,0,0,-,0,0,0,-,0,0,1,1,0,0,0,0,0,0,-,0,0,0,.333,.000,.333,2013,C
63,丸佳浩,左,.273,140,601,506,82,138,19,13.8,25,5,14,8-4-0,215,58,103,85,5,1,5,4,29,15,65.9,2,0,6,.376,.425,.801,2013,C
64,會澤翼,右,.188,31,68,64,6,12,1,8.3,1,0,3,2-1-0,22,6,18,4,0,0,0,0,0,0,-,2,0,1,.235,.344,.579,2013,C
66,木村昇吾,左,.325,62,133,114,15,37,6,16.2,1,0,1,1-0-0,41,12,18,12,0,0,7,0,3,2,60.0,4,0,2,.389,.360,.749,2013,C
70,ニック,右,.154,14,40,39,2,6,0,0.0,0,0,1,1-0-0,9,3,14,1,0,0,0,0,0,0,-,0,0,3,.175,.231,.406,2013,C
11,福井優也,右,-,12,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
12,上野弘文,右,-,14,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
14,篠田純平,左,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2013,C
16,今村猛,右,-,57,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
17,大竹寛,右,.044,25,49,45,2,2,1,50.0,0,0,0,-,2,3,16,1,0,0,3,0,0,0,-,1,0,0,.065,.044,.110,2013,C
18,前田健太,右,.179,26,62,56,5,10,0,0.0,2,1,0,-,14,5,23,1,0,0,5,0,0,0,-,4,0,1,.193,.250,.443,2013,C
19,野村祐輔,右,.150,23,53,40,4,6,0,0.0,1,0,1,1-0-0,10,8,18,2,0,0,10,1,0,0,-,0,0,1,.186,.250,.436,2013,C
20,永川勝浩,右,-,29,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
22,中村恭平,左,.071,12,14,14,1,1,0,0.0,0,0,0,-,1,0,5,0,0,0,0,0,0,0,-,1,0,0,.071,.071,.143,2013,C
23,横山竜士,右,-,37,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
24,河内貴哉,左,-,34,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
28,岩見優輝,左,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
29,江草仁貴,左,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
34,中田廉,右,1.000,15,1,1,1,1,0,0.0,1,0,0,-,2,0,0,0,0,0,0,0,0,0,-,0,0,0,1.000,2.000,3.000,2013,C
36,菊地原毅,左,-,14,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
39,梅津智弘,右,.000,8,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2013,C
42,バリントン,右,.093,28,59,54,1,5,1,20.0,0,0,0,-,5,3,23,1,0,0,4,0,0,0,-,3,0,2,.109,.093,.202,2013,C
47,小野淳平,右,.000,19,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2013,C
53,戸田隆矢,左,.000,3,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2013,C
54,武内久士,右,.250,5,4,4,0,1,0,0.0,0,0,0,-,1,0,3,0,0,0,0,0,0,0,-,0,0,0,.250,.250,.500,2013,C
56,中﨑翔太,右,.000,17,14,11,0,0,0,-,0,0,0,-,0,0,8,0,0,0,3,0,0,0,-,0,0,0,.000,.000,.000,2013,C
57,ミコライオ,右,-,57,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,2,0,0,-,-,.000,2013,C
58,ソコロビッチ,右,-,11,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
62,今井啓介,右,.000,33,5,4,0,0,0,-,0,0,0,-,0,0,2,0,0,0,1,0,0,0,-,2,0,0,.000,.000,.000,2013,C
65,久本祐一,左,.091,43,12,11,0,1,1,100.0,0,0,0,-,1,0,6,0,0,0,1,0,0,0,-,1,0,0,.091,.091,.182,2013,C
47,青木高広,左,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,C
00,中東直己,左,.238,86,87,80,10,19,3,15.8,2,0,1,1-0-0,24,7,9,4,0,1,1,1,4,2,66.7,0,0,1,.279,.300,.579,2014,C
0,上本崇司,右,.286,18,8,7,3,2,1,50.0,0,0,0,-,2,0,2,1,0,0,0,0,0,0,-,0,0,0,.375,.286,.661,2014,C
4,小窪哲也,右,.317,78,182,161,13,51,3,5.9,9,0,3,2-1-0,69,30,15,12,0,2,4,3,1,0,100.0,3,0,1,.365,.429,.794,2014,C
6,梵英心,右,.269,114,416,353,43,95,11,11.6,16,3,8,7-1-0,141,41,57,39,0,5,17,2,7,8,46.7,3,0,14,.348,.399,.748,2014,C
7,堂林翔太,右,.246,93,330,284,37,70,1,1.4,12,1,8,7-0-0,108,28,87,32,0,6,5,3,1,1,50.0,8,0,3,.332,.380,.713,2014,C
9,丸佳浩,左,.310,144,644,536,106,166,15,9.0,30,5,19,12-6-1,263,67,95,100,3,4,0,4,26,11,70.3,2,0,12,.419,.491,.910,2014,C
10,岩本貴裕,左,.192,39,55,52,5,10,1,10.0,0,1,2,1-1-0,18,10,10,2,0,0,0,1,0,0,-,1,0,3,.218,.346,.564,2014,C
13,キラ,左,.257,88,335,288,25,74,0,0.0,13,0,11,3-8-0,120,40,85,41,0,4,0,2,0,0,-,8,0,4,.355,.417,.772,2014,C
25,髙橋大樹,右,.000,2,6,6,0,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2014,C
26,廣瀬純,右,.234,60,148,124,11,29,2,6.9,7,0,2,2-0-0,42,14,23,17,0,1,2,4,0,2,0.0,1,0,6,.322,.339,.661,2014,C
31,石原慶幸,右,.192,80,223,193,17,37,2,5.4,8,0,4,3-1-0,57,19,43,21,4,1,8,0,1,2,33.3,4,2,6,.274,.295,.570,2014,C
32,白濱裕太,右,.161,30,71,62,4,10,0,0.0,1,0,1,1-0-0,14,1,17,5,0,0,4,0,0,1,0.0,0,0,0,.224,.226,.450,2014,C
33,菊池涼介,右,.325,144,654,579,88,188,18,9.6,39,2,11,5-5-0,264,58,79,24,0,3,43,5,23,10,69.7,12,0,9,.352,.456,.808,2014,C
37,松山竜平,左,.318,80,250,233,26,74,6,8.1,9,1,7,4-3-0,106,34,29,14,1,2,0,1,0,1,0.0,2,0,7,.360,.455,.815,2014,C
38,赤松真人,右,.214,74,32,28,25,6,1,16.7,2,0,0,-,8,4,8,1,0,1,2,0,12,5,70.6,0,0,0,.267,.286,.552,2014,C
40,倉義和,右,.093,26,50,43,1,4,0,0.0,0,0,1,1-0-0,7,2,14,2,1,2,3,0,0,0,-,0,1,1,.170,.163,.333,2014,C
44,迎祐一郎,右,.125,4,8,8,0,1,0,0.0,0,0,0,-,1,0,3,0,0,0,0,0,0,0,-,1,0,0,.125,.125,.250,2014,C
49,天谷宗一郎,左,.315,59,128,111,20,35,3,8.6,4,2,3,3-0-0,52,6,27,16,2,1,0,0,4,3,57.1,1,0,0,.406,.468,.875,2014,C
51,鈴木誠也,右,.344,36,68,64,6,22,3,13.6,7,0,1,1-0-0,32,7,13,4,0,0,0,0,0,0,-,1,0,2,.382,.500,.882,2014,C
52,庄司隼人,左,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2014,C
55,エルドレッド,右,.260,118,505,454,71,118,7,5.9,18,0,37,22-9-0,247,104,169,41,3,7,0,3,2,0,100.0,6,0,8,.329,.544,.873,2014,C
60,安部友裕,左,.333,3,3,3,0,1,0,0.0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,-,0,0,0,.333,.333,.667,2014,C
63,田中広輔,左,.292,110,333,295,44,86,12,14.0,11,2,9,6-3-0,128,34,68,24,0,4,5,5,10,3,76.9,8,0,6,.348,.434,.781,2014,C
64,會澤翼,右,.307,65,200,179,25,55,3,5.5,9,0,10,7-3-0,94,30,28,16,5,2,1,2,0,1,0.0,3,2,6,.367,.525,.892,2014,C
66,木村昇吾,左,.261,101,253,238,25,62,10,16.1,6,3,1,1-0-0,77,13,57,4,1,3,7,1,4,2,66.7,6,0,3,.280,.324,.604,2014,C
69,ロサリオ,右,.336,69,264,238,32,80,7,8.8,13,2,14,9-5-0,139,49,58,23,0,1,0,2,1,2,33.3,4,0,8,.394,.584,.978,2014,C
11,福井優也,右,.111,11,20,18,1,2,0,0.0,1,0,0,-,3,0,11,1,0,0,1,0,0,0,-,1,0,0,.158,.167,.325,2014,C
12,九里亜蓮,右,.000,20,19,19,0,0,0,-,0,0,0,-,0,0,14,0,0,0,0,0,0,0,-,0,0,1,.000,.000,.000,2014,C
14,大瀬良大地,右,.094,26,57,53,4,5,0,0.0,1,1,0,-,8,3,35,2,0,0,2,0,0,0,-,0,0,1,.127,.151,.278,2014,C
16,今村猛,右,-,17,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2014,C
18,前田健太,右,.150,27,64,60,4,9,1,11.1,1,0,0,-,10,1,22,1,0,0,3,0,0,0,-,4,0,2,.164,.167,.331,2014,C
19,野村祐輔,右,.233,19,34,30,2,7,0,0.0,0,0,0,-,7,4,15,1,0,0,3,0,0,0,-,1,0,0,.258,.233,.491,2014,C
20,永川勝浩,右,-,52,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2014,C
21,篠田純平,左,.143,12,14,14,0,2,0,0.0,0,0,0,-,2,2,5,0,0,0,0,0,0,0,-,0,0,0,.143,.143,.286,2014,C
23,横山竜士,右,-,6,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
24,河内貴哉,左,-,12,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2014,C
29,江草仁貴,左,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
30,一岡竜司,右,-,31,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
34,中田廉,右,-,66,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
39,梅津智弘,右,-,11,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
41,上野弘文,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
42,バリントン,右,.059,23,44,34,1,2,0,0.0,0,0,0,-,2,2,14,2,0,0,7,1,0,0,-,0,0,0,.108,.059,.167,2014,C
47,小野淳平,右,.000,22,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2014,C
48,西原圭大,右,-,11,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2014,C
53,戸田隆矢,左,.231,30,14,13,0,3,0,0.0,0,0,0,-,3,1,7,0,0,0,1,0,0,0,-,0,0,0,.231,.231,.462,2014,C
56,中﨑翔太,右,-,32,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
57,ミコライオ,右,-,51,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
58,フィリップス,左,.000,9,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2014,C
62,今井啓介,右,-,11,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,3,0,0,-,-,.000,2014,C
65,久本祐一,左,-,9,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2014,C
68,池ノ内亮介,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,C
70,ヒース,右,.067,7,16,15,0,1,0,0.0,0,0,0,-,1,1,11,0,0,0,1,0,0,0,-,0,0,0,.067,.067,.133,2014,C
00,中東直己,左,.000,9,4,3,1,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2015,C
4,小窪哲也,右,.296,69,88,71,2,21,0,0.0,2,0,1,1-0-0,26,15,18,15,0,0,2,0,1,0,100.0,1,0,2,.419,.366,.785,2015,C
6,梵英心,右,.237,96,332,283,24,67,8,11.9,15,1,6,4-2-0,102,27,49,36,0,1,10,2,2,2,50.0,8,0,6,.323,.360,.683,2015,C
7,堂林翔太,右,.261,33,73,69,5,18,3,16.7,2,0,0,-,20,3,16,3,0,0,1,0,1,0,100.0,0,0,1,.292,.290,.582,2015,C
9,丸佳浩,左,.249,143,633,530,81,132,12,9.1,28,1,19,12-5-1,219,63,143,94,2,1,4,4,15,7,68.2,1,0,4,.361,.413,.774,2015,C
10,岩本貴裕,左,.300,7,10,10,1,3,0,0.0,1,0,0,-,4,0,1,0,0,0,0,0,0,0,-,0,0,0,.300,.400,.700,2015,C
13,グスマン,右,.230,34,116,100,10,23,1,4.3,8,1,3,3-0-0,42,12,25,15,0,1,0,0,0,0,-,1,0,2,.336,.420,.756,2015,C
27,會澤翼,右,.246,93,290,252,23,62,5,8.1,7,3,6,3-3-0,93,30,49,26,3,7,2,3,0,1,0.0,3,8,9,.330,.369,.699,2015,C
28,新井貴浩,右,.275,125,480,426,52,117,6,5.1,22,2,7,5-1-1,164,57,73,48,1,2,0,4,3,0,100.0,4,0,15,.348,.385,.733,2015,C
31,石原慶幸,右,.241,83,238,216,15,52,2,3.8,6,0,2,2-0-0,64,12,42,14,2,0,8,0,1,0,100.0,7,2,10,.287,.296,.583,2015,C
32,白濱裕太,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
33,菊池涼介,右,.254,143,644,562,62,143,16,11.2,20,3,8,6-2-0,193,32,92,29,2,2,49,2,19,9,67.9,10,0,7,.292,.343,.636,2015,C
35,下水流昂,右,.200,5,10,10,0,2,0,0.0,0,0,0,-,2,0,3,0,0,0,0,0,0,0,-,0,0,0,.200,.200,.400,2015,C
