背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,出塁率,長打率,OPS,year,team
37,野間峻祥,左,.241,127,188,170,21,41,12,29.3,7,6,1,1-0-0,63,10,37,10,0,1,6,1,8,2,80.0,1,0,2,.286,.371,.656,2015,C
38,赤松真人,右,.222,52,9,9,13,2,0,0.0,1,0,0,-,3,0,2,0,0,0,0,0,6,3,66.7,0,0,0,.222,.333,.556,2015,C
40,倉義和,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
44,松山竜平,左,.277,100,229,202,14,56,2,3.6,13,0,7,5-2-0,90,26,30,23,0,1,0,3,1,1,50.0,1,0,8,.349,.446,.795,2015,C
49,天谷宗一郎,左,.214,30,34,28,1,6,1,16.7,0,0,0,-,6,2,7,6,0,0,0,0,3,4,42.9,0,0,1,.353,.214,.567,2015,C
51,鈴木誠也,右,.275,97,238,211,21,58,8,13.8,6,3,5,5-0-0,85,25,38,16,0,2,7,2,6,7,46.2,1,0,3,.329,.403,.732,2015,C
55,エルドレッド,右,.227,79,300,264,32,60,1,1.7,6,0,19,11-6-1,123,54,91,31,0,1,0,4,1,2,33.3,5,0,3,.307,.466,.773,2015,C
57,シアーホルツ,左,.250,65,248,232,27,58,1,1.7,11,1,10,5-3-0,101,30,67,14,0,2,0,0,3,2,60.0,2,0,0,.298,.435,.734,2015,C
59,美間優槻,右,.000,1,3,3,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2015,C
60,安部友裕,左,.243,26,74,70,6,17,3,17.6,0,0,0,-,17,2,6,1,0,0,3,0,1,2,33.3,0,0,1,.254,.243,.496,2015,C
61,磯村嘉孝,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
63,田中広輔,左,.274,141,590,543,61,149,11,7.4,33,9,8,5-3-0,224,45,105,34,2,7,5,1,6,7,46.2,22,0,8,.325,.413,.737,2015,C
66,木村昇吾,左,.269,72,109,93,14,25,7,28.0,4,2,0,-,33,8,22,5,0,0,8,3,2,0,100.0,3,0,1,.297,.355,.652,2015,C
69,ロサリオ,右,.258,42,136,124,9,32,3,9.4,5,0,2,2-0-0,43,12,23,11,0,1,0,0,1,1,50.0,3,0,1,.324,.347,.670,2015,C
11,福井優也,右,.028,21,41,36,0,1,0,0.0,0,0,0,-,1,1,22,1,0,0,4,0,0,0,-,1,0,2,.054,.028,.082,2015,C
12,九里亜蓮,右,.000,7,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2015,C
14,大瀬良大地,右,.000,51,23,22,0,0,0,-,0,0,0,-,0,0,13,1,0,0,0,0,0,0,-,4,0,0,.043,.000,.043,2015,C
15,黒田博樹,右,.064,26,56,47,1,3,1,33.3,1,0,0,-,4,1,25,3,0,0,6,0,0,0,-,2,0,0,.120,.085,.205,2015,C
16,今村猛,右,-,21,1,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,0,0,-,0,0,0,-,-,.000,2015,C
18,前田健太,右,.194,29,73,62,4,12,1,8.3,2,0,1,1-0-0,17,5,25,2,0,0,9,0,0,0,-,3,0,1,.219,.274,.493,2015,C
19,野村祐輔,右,.000,15,27,22,0,0,0,-,0,0,0,-,0,0,12,1,0,0,4,0,0,0,-,0,0,0,.043,.000,.043,2015,C
20,永川勝浩,右,-,26,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
22,中村恭平,左,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2015,C
23,薮田和樹,右,.000,6,8,7,0,0,0,-,0,0,0,-,0,0,5,0,0,0,1,0,0,0,-,1,0,0,.000,.000,.000,2015,C
24,河内貴哉,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
29,江草仁貴,左,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
30,一岡竜司,右,-,38,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2015,C
34,中田廉,右,-,5,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
39,飯田哲矢,左,-,16,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
42,ジョンソン,左,.150,28,64,60,5,9,2,22.2,1,0,0,-,10,1,29,2,0,0,2,0,0,0,-,0,0,0,.177,.167,.344,2015,C
48,西原圭大,右,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
53,戸田隆矢,左,.091,34,12,11,1,1,0,0.0,0,0,0,-,1,0,6,0,0,0,1,0,0,0,-,1,0,0,.091,.091,.182,2015,C
54,武内久士,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
56,中﨑翔太,右,-,69,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
58,ザガースキー,左,-,19,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,C
62,今井啓介,右,.000,11,2,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2015,C
70,ヒース,右,-,43,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,2,0,0,-,-,.000,2015,C
1,福留孝介,左,.294,81,348,269,64,79,7,8.9,22,0,13,7-3-0,140,48,66,69,3,6,0,4,5,2,71.4,3,0,5,.443,.520,.963,2007,D
2,荒木雅博,右,.263,113,510,457,66,120,16,13.3,15,0,1,1-0-0,138,25,55,22,0,0,30,1,31,6,83.8,9,0,8,.296,.302,.598,2007,D
3,立浪和義,左,.275,101,129,109,4,30,0,0.0,2,1,2,1-1-0,40,31,14,16,3,1,0,3,0,0,-,0,0,2,.364,.367,.731,2007,D
5,渡邉博幸,右,.130,53,27,23,4,3,0,0.0,0,0,0,-,3,0,7,0,0,1,3,0,0,0,-,1,0,0,.167,.130,.297,2007,D
6,井端弘和,右,.296,144,665,588,87,174,18,10.3,34,4,5,4-1-0,231,45,74,63,1,5,8,1,23,6,79.3,6,0,13,.368,.393,.761,2007,D
7,李炳圭,左,.262,132,508,478,43,125,19,15.2,23,1,9,6-3-0,177,46,108,23,3,1,3,3,0,2,0.0,3,0,8,.295,.370,.665,2007,D
8,平田良介,右,.333,3,13,12,1,4,0,0.0,0,0,0,-,4,3,4,0,0,1,0,0,0,1,0.0,0,0,0,.385,.333,.718,2007,D
9,井上一樹,左,.292,71,200,178,20,52,4,7.7,7,4,3,1-2-0,76,28,41,17,1,0,4,1,1,0,100.0,0,0,4,.352,.427,.779,2007,D
22,藤井淳志,両,.203,76,71,64,14,13,0,0.0,3,0,1,0-1-0,19,5,19,2,0,0,4,1,7,2,77.8,0,0,0,.224,.297,.521,2007,D
25,新井良太,右,.280,29,28,25,5,7,1,14.3,3,0,0,-,10,2,5,2,0,1,0,0,0,0,-,0,0,0,.357,.400,.757,2007,D
26,小田幸平,右,.194,27,42,36,1,7,0,0.0,1,0,0,-,8,1,8,1,1,1,3,1,0,0,-,1,0,0,.231,.222,.453,2007,D
27,谷繁元信,右,.236,134,474,382,33,90,6,6.7,15,0,6,4-2-0,123,44,85,62,15,6,19,5,0,1,0.0,3,9,10,.347,.322,.669,2007,D
28,田中大輔,右,.000,2,3,1,0,0,0,-,0,0,0,-,0,0,0,1,0,0,1,0,0,0,-,0,0,0,.500,.000,.500,2007,D
31,森野将彦,左,.294,142,607,530,75,156,10,6.4,29,2,18,12-6-0,243,97,93,59,8,4,8,6,1,3,25.0,6,0,14,.366,.458,.824,2007,D
35,上田佳範,左,.222,23,32,27,2,6,1,16.7,0,1,0,-,8,1,5,2,0,2,1,0,0,0,-,0,0,0,.323,.296,.619,2007,D
37,小山良男,右,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,D
39,清水将海,右,.152,27,40,33,0,5,1,20.0,0,0,0,-,5,2,8,1,0,0,5,1,0,0,-,0,1,2,.171,.152,.323,2007,D
44,タイロン・ウッズ,右,.270,139,593,466,85,126,7,5.6,16,0,35,20-9-0,247,102,153,121,19,1,0,5,3,1,75.0,12,0,15,.418,.530,.948,2007,D
45,森岡良介,左,.111,11,11,9,2,1,0,0.0,0,0,1,0-1-0,4,1,3,1,0,0,1,0,1,0,100.0,0,0,1,.200,.444,.644,2007,D
48,澤井道久,両,.184,25,45,38,3,7,1,14.3,1,0,0,-,8,1,12,3,0,1,3,0,0,0,-,1,0,1,.262,.211,.472,2007,D
53,柳田殖生,右,.167,9,12,12,1,2,0,0.0,0,0,1,0-1-0,5,1,6,0,0,0,0,0,0,0,-,0,0,0,.167,.417,.583,2007,D
54,鎌田圭司,左,.000,6,1,1,2,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,.000,.000,.000,2007,D
56,中村公治,右,.138,16,36,29,1,4,1,25.0,0,0,0,-,4,1,7,3,0,0,4,0,0,1,0.0,0,0,0,.219,.138,.357,2007,D
57,英智,右,.278,99,219,198,27,55,8,14.5,8,1,4,3-1-0,77,19,33,6,0,7,7,1,8,2,80.0,1,0,4,.321,.389,.710,2007,D
62,普久原淳一,右,-,5,0,0,1,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
63,堂上剛裕,左,.286,37,82,77,8,22,3,13.6,2,1,2,2-0-0,32,11,14,4,0,1,0,0,0,0,-,0,0,0,.329,.416,.745,2007,D
99,中村紀洋,右,.293,130,521,457,64,134,3,2.2,24,0,20,11-7-0,218,79,87,51,3,0,4,8,2,1,66.7,13,0,18,.359,.477,.836,2007,D
0,金剛弘樹,右,-,4,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
11,川上憲伸,右,.104,26,54,48,2,5,0,0.0,2,0,0,-,7,0,22,0,0,0,6,0,0,0,-,1,0,1,.104,.146,.250,2007,D
12,岡本真也,右,-,62,1,0,0,0,0,-,0,0,0,-,0,0,0,1,0,0,0,0,0,0,-,1,0,0,1.000,-,1.000,2007,D
13,岩瀬仁紀,左,.000,61,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,D
14,朝倉健太,右,.080,29,57,50,1,4,1,25.0,1,0,0,-,5,4,32,3,0,0,4,0,0,0,-,2,0,2,.132,.100,.232,2007,D
16,佐藤充,右,.000,1,2,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2007,D
19,吉見一起,右,.000,5,5,4,0,0,0,-,0,0,0,-,0,0,3,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2007,D
20,中田賢一,右,.109,29,59,46,3,5,0,0.0,0,0,0,-,5,3,25,5,0,0,8,0,0,0,-,1,0,1,.196,.109,.305,2007,D
23,鈴木義広,右,.000,30,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,D
29,山井大介,右,.097,14,33,31,0,3,1,33.3,0,0,0,-,3,0,12,0,0,0,2,0,0,0,-,0,0,0,.097,.097,.194,2007,D
30,石井裕也,左,.000,16,2,2,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,D
33,平井正史,右,-,45,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
34,山本昌,左,.030,19,38,33,0,1,0,0.0,0,0,0,-,1,0,23,0,0,0,5,0,0,0,-,1,0,2,.030,.030,.061,2007,D
36,デニー,右,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
41,浅尾拓也,右,.273,19,11,11,3,3,1,33.3,0,1,0,-,5,1,3,0,0,0,0,0,0,0,-,2,0,0,.273,.455,.727,2007,D
42,サンティアゴ・ラミレス,右,.000,27,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,D
43,小笠原孝,左,.000,21,33,32,0,0,0,-,0,0,0,-,0,0,16,0,0,0,1,0,0,0,-,0,0,2,.000,.000,.000,2007,D
47,菊地正法,左,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
49,グラセスキ,左,-,17,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
50,佐藤亮太,左,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2007,D
61,久本祐一,左,.333,36,3,3,0,1,0,0.0,0,0,0,-,1,0,2,0,0,0,0,0,0,0,-,0,0,0,.333,.333,.667,2007,D
67,高橋聡文,左,-,25,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
68,長峰昌司,左,.200,3,5,5,1,1,1,100.0,0,0,0,-,1,0,2,0,0,0,0,0,0,0,-,1,0,1,.200,.200,.400,2007,D
69,小林正人,左,-,18,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,D
94,クルス,右,.000,17,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,D
00,前田章宏,右,.000,3,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2008,D
1,堂上直倫,右,.000,3,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2008,D
2,荒木雅博,右,.243,130,591,538,64,131,14,10.7,15,2,4,4-0-0,162,28,81,35,0,2,15,1,32,7,82.1,11,0,8,.292,.301,.593,2008,D
3,立浪和義,左,.205,86,86,73,2,15,3,20.0,4,0,1,1-0-0,22,10,11,11,3,1,0,1,0,0,-,0,0,2,.314,.301,.615,2008,D
4,藤井淳志,右,.171,40,39,35,10,6,1,16.7,1,0,2,0-2-0,13,2,9,1,0,0,3,0,2,1,66.7,1,0,0,.194,.371,.566,2008,D
5,和田一浩,右,.302,136,560,520,60,157,10,6.4,34,4,16,9-5-0,247,74,71,34,0,2,0,4,1,2,33.3,3,0,16,.345,.475,.820,2008,D
6,井端弘和,右,.277,106,466,408,51,113,14,12.4,16,3,5,3-2-0,150,23,56,37,1,3,16,2,8,3,72.7,8,0,7,.340,.368,.708,2008,D
7,李炳圭,左,.254,105,448,418,40,106,7,6.6,16,2,16,10-4-0,174,65,93,23,0,1,5,1,1,2,33.3,3,0,13,.293,.416,.710,2008,D
8,平田良介,右,.268,59,111,97,9,26,2,7.7,3,0,1,1-0-0,32,9,25,6,0,1,5,2,0,1,0.0,1,0,4,.311,.330,.641,2008,D
9,井上一樹,左,.291,74,154,141,11,41,4,9.8,12,0,1,0-1-0,56,10,18,12,4,0,1,0,0,0,-,2,0,1,.346,.397,.744,2008,D
22,田中大輔,右,.174,17,27,23,1,4,0,0.0,0,0,0,-,4,0,3,3,1,0,1,0,0,0,-,0,0,1,.269,.174,.443,2008,D
24,英智,右,.214,77,77,70,10,15,1,6.7,2,1,1,0-1-0,22,7,23,2,0,0,5,0,4,0,100.0,1,0,3,.236,.314,.550,2008,D
25,新井良太,右,.167,24,19,18,2,3,1,33.3,0,0,0,-,3,0,5,0,0,1,0,0,0,0,-,0,0,0,.211,.167,.377,2008,D
27,谷繁元信,右,.234,113,384,329,27,77,6,7.8,18,0,2,1-1-0,101,27,45,39,4,6,9,1,0,1,0.0,3,3,9,.325,.307,.632,2008,D
28,小田幸平,右,.188,41,71,64,2,12,0,0.0,1,0,0,-,13,4,12,4,2,0,2,1,0,0,-,2,1,2,.232,.203,.435,2008,D
30,小池正晃,右,.227,59,161,141,15,32,2,6.3,8,0,4,1-3-0,52,15,34,10,0,3,6,1,1,1,50.0,1,0,4,.290,.369,.659,2008,D
31,森野将彦,左,.321,96,412,358,63,115,5,4.3,25,1,19,15-4-0,199,59,60,46,0,0,3,5,1,0,100.0,4,0,4,.394,.556,.950,2008,D
35,上田佳範,左,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2008,D
39,清水将海,右,.222,17,21,18,1,4,0,0.0,1,0,0,-,5,2,6,1,0,0,2,0,0,0,-,0,1,2,.263,.278,.541,2008,D
40,西川明,左,.143,13,16,14,1,2,0,0.0,0,0,1,0-1-0,5,2,5,1,0,0,1,0,0,0,-,0,0,0,.200,.357,.557,2008,D
44,タイロン・ウッズ,右,.276,140,573,490,77,135,8,5.9,18,0,35,20-12-1,258,77,138,78,3,3,0,2,0,1,0.0,6,0,18,.377,.527,.903,2008,D
45,森岡良介,左,.000,5,5,4,0,0,0,-,0,0,0,-,0,0,0,1,0,0,0,0,0,0,-,0,0,0,.200,.000,.200,2008,D
46,岩﨑達郎,右,.056,20,19,18,3,1,0,0.0,1,0,0,-,2,0,1,0,0,0,1,0,1,0,100.0,0,0,0,.056,.111,.167,2008,D
48,澤井道久,両,.000,7,5,4,1,0,0,-,0,0,0,-,0,0,0,1,0,0,0,0,0,0,-,0,0,0,.200,.000,.200,2008,D
51,中村一生,右,.333,9,11,9,0,3,0,0.0,2,0,0,-,5,2,1,2,0,0,0,0,0,0,-,0,0,0,.455,.556,1.010,2008,D
56,中村公治,右,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2008,D
57,デラロサ,右,.243,93,242,214,20,52,3,5.8,12,0,7,5-2-0,85,22,49,24,0,0,3,1,0,2,0.0,7,0,6,.318,.397,.715,2008,D
59,小川将俊,右,.182,13,11,11,0,2,0,0.0,0,0,0,-,2,0,3,0,0,0,0,0,0,0,-,0,0,0,.182,.182,.364,2008,D
63,堂上剛裕,左,.000,1,3,2,1,0,0,-,0,0,0,-,0,0,1,1,0,0,0,0,0,0,-,0,0,0,.333,.000,.333,2008,D
99,中村紀洋,右,.274,140,557,493,56,135,6,4.4,20,0,24,17-3-0,227,72,119,50,4,1,10,3,0,1,0.0,9,0,11,.340,.460,.800,2008,D
0,金剛弘樹,右,-,12,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
11,川上憲伸,右,.103,20,32,29,1,3,0,0.0,1,0,1,0-0-1,7,1,12,0,0,0,3,0,0,0,-,1,0,0,.103,.241,.345,2008,D
13,岩瀬仁紀,左,-,51,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
14,朝倉健太,右,.118,12,21,17,0,2,0,0.0,0,0,0,-,2,0,9,0,0,0,4,0,0,0,-,1,0,0,.118,.118,.235,2008,D
16,佐藤充,右,.067,8,15,15,0,1,0,0.0,0,0,0,-,1,0,3,0,0,0,0,0,0,0,-,0,0,0,.067,.067,.133,2008,D
17,川井進,左,.133,14,15,15,0,2,1,50.0,0,0,0,-,2,0,5,0,0,0,0,0,0,0,-,0,0,0,.133,.133,.267,2008,D
18,中里篤史,左,-,13,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
19,吉見一起,右,.000,35,36,33,0,0,0,-,0,0,0,-,0,1,23,0,0,0,3,0,0,0,-,1,0,0,.000,.000,.000,2008,D
20,中田賢一,右,.105,23,43,38,3,4,0,0.0,2,0,0,-,6,1,15,1,0,0,4,0,0,0,-,5,0,0,.128,.158,.286,2008,D
21,チェン,左,.040,39,28,25,0,1,0,0.0,1,0,0,-,2,0,16,0,0,0,3,0,0,0,-,1,0,0,.040,.080,.120,2008,D
23,鈴木義広,右,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
26,山内壮馬,右,.000,4,2,2,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2008,D
29,山井大介,右,.000,2,2,2,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2008,D
33,平井正史,右,.000,37,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2008,D
34,山本昌,左,.056,23,45,36,3,2,0,0.0,1,0,0,-,3,1,17,3,0,0,6,0,0,0,-,2,0,0,.128,.083,.212,2008,D
38,齊藤信介,右,-,17,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
41,浅尾拓也,右,.000,44,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2008,D
43,小笠原孝,左,.148,26,33,27,0,4,1,25.0,1,0,0,-,5,0,11,0,0,0,6,0,0,0,-,0,0,0,.148,.185,.333,2008,D
49,ネルソン,右,-,6,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
50,佐藤亮太,左,.000,4,5,3,1,0,0,-,0,0,0,-,0,0,1,1,0,0,1,0,0,0,-,0,0,0,.250,.000,.250,2008,D
54,赤坂和幸,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
64,清水昭信,右,.111,15,10,9,0,1,0,0.0,0,0,0,-,1,0,5,0,0,0,1,0,0,0,-,0,0,0,.111,.111,.222,2008,D
67,高橋聡文,左,-,54,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
68,長峰昌司,左,-,33,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2008,D
69,小林正人,左,-,46,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2008,D
00,前田章宏,右,.100,6,10,10,0,1,0,0.0,0,0,0,-,1,0,3,0,0,0,0,0,0,0,-,0,1,0,.100,.100,.200,2009,D
1,堂上直倫,右,.000,2,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2009,D
2,荒木雅博,右,.270,140,631,582,80,157,13,8.3,21,1,2,0-2-0,186,38,70,25,0,4,19,1,37,14,72.5,11,0,14,.304,.320,.624,2009,D
3,立浪和義,左,.318,77,80,66,3,21,3,14.3,5,0,1,1-0-0,29,17,7,12,1,1,0,1,0,0,-,0,0,1,.425,.439,.864,2009,D
4,藤井淳志,右,.299,114,438,401,50,120,10,8.3,26,1,10,8-2-0,178,49,79,23,5,1,11,2,15,1,93.8,3,0,4,.337,.444,.781,2009,D
5,和田一浩,右,.302,144,592,517,73,156,8,5.1,24,4,29,22-5-0,275,87,56,68,2,2,0,5,5,2,71.4,2,0,16,.382,.532,.914,2009,D
6,井端弘和,右,.306,144,657,569,80,174,14,8.0,24,2,5,4-1-0,217,39,66,72,0,6,8,2,13,7,65.0,8,0,13,.388,.381,.770,2009,D
7,李炳圭,左,.218,28,107,101,14,22,1,4.5,3,0,3,1-2-0,34,8,33,5,0,0,1,0,0,0,-,2,0,4,.255,.337,.591,2009,D
8,平田良介,右,.271,42,95,85,13,23,0,0.0,7,3,2,1-1-0,42,9,19,8,0,1,0,1,0,0,-,0,0,2,.337,.494,.831,2009,D
9,井上一樹,左,.065,25,47,46,0,3,0,0.0,1,1,0,-,6,5,14,1,0,0,0,0,0,0,-,0,0,1,.085,.130,.216,2009,D
24,英智,右,.215,71,128,121,15,26,2,7.7,2,0,1,1-0-0,31,10,20,2,0,0,4,1,4,1,80.0,1,0,4,.226,.256,.482,2009,D
25,新井良太,右,.000,8,6,6,0,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2009,D
27,谷繁元信,右,.208,115,369,298,32,62,3,4.8,7,0,9,5-3-0,96,33,62,44,8,3,19,4,0,0,-,0,7,9,.312,.322,.634,2009,D
30,野本圭,左,.251,64,191,175,17,44,6,13.6,6,1,2,2-0-0,58,13,34,6,1,4,6,0,1,0,100.0,1,0,3,.292,.331,.623,2009,D
31,森野将彦,左,.289,144,632,546,83,158,7,4.4,42,3,23,16-6-0,275,109,95,72,2,8,1,5,4,1,80.0,25,0,12,.377,.504,.881,2009,D
32,中川裕貴,右,.091,14,11,11,1,1,1,100.0,0,0,0,-,1,0,4,0,0,0,0,0,0,0,-,1,0,2,.091,.091,.182,2009,D
36,谷哲也,右,.000,4,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2009,D
37,岩﨑恭平,左,.000,2,4,2,0,0,0,-,0,0,0,-,0,0,1,2,0,0,0,0,0,1,0.0,0,0,0,.500,.000,.500,2009,D
39,清水将海,右,.000,1,2,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2009,D
40,西川明,左,.000,4,4,4,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,1,.000,.000,.000,2009,D
42,ブランコ,右,.275,144,615,549,87,151,10,6.6,25,0,39,24-12-0,293,110,157,48,0,14,0,4,1,1,50.0,18,0,17,.346,.534,.880,2009,D
44,小池正晃,右,.230,101,201,174,20,40,3,7.5,6,0,7,5-2-0,67,18,42,13,0,3,11,0,1,1,50.0,1,0,4,.295,.385,.680,2009,D
46,岩﨑達郎,右,.182,19,14,11,0,2,1,50.0,0,0,0,-,2,0,2,2,0,0,1,0,0,1,0.0,0,0,0,.308,.182,.490,2009,D
48,澤井道久,両,.000,3,3,3,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2009,D
51,中村一生,右,.313,10,18,16,4,5,1,20.0,0,0,1,1-0-0,8,2,5,1,0,0,0,1,0,0,-,0,0,0,.333,.500,.833,2009,D
52,小田幸平,右,.042,24,27,24,0,1,0,0.0,0,0,0,-,1,1,6,1,0,0,1,1,0,0,-,0,1,1,.077,.042,.119,2009,D
53,柳田殖生,右,.200,3,5,5,1,1,0,0.0,0,0,0,-,1,0,2,0,0,0,0,0,0,0,-,0,0,0,.200,.200,.400,2009,D
55,福田永将,右,.188,17,18,16,2,3,0,0.0,1,0,1,1-0-0,7,1,7,2,0,0,0,0,0,0,-,0,0,0,.278,.438,.715,2009,D
56,中村公治,右,.000,4,4,2,1,0,0,-,0,0,0,-,0,0,1,0,0,1,1,0,0,0,-,0,0,0,.333,.000,.333,2009,D
